task,team_id,Person-ID (mellon-ID),event_start_time,event_end_time,event_result,Primary code ,Primary Sub-code,Secondary Code,Secondary  Sub-code,Apartment Feature 1,Apartment Feature 2,Apartment Feature 3,Apartment Feature 4 ,Candidate Feature 1,Candidate Feature 2,Candidate Feature 3,Candidate Feature 4,Party Venue Feature 1,Party Venue Feature 2,Party Venue Feature 3,Party Venue Feature 4,Professor Feature 1,Professor Feature 2,Professor Feature 3,Professor Feature 4
Professor,179996_196951_178993_178596,178993,2019-09-28 17:25:55+00:00,2019-09-28 17:25:55+00:00,"Professor B

Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Is one of the newest faculty members in the history department.
Is known to cancel classes at the last moment without explanation.
Is verbose and specific when providing criticism but terse and abstract when giving praise.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:25:57+00:00,2019-09-28 17:25:57+00:00,lol That'sfunny,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:26:00+00:00,2019-09-28 17:26:00+00:00,"Below is the same information as you saw before. When discussing, keep in mind that some of this information is only available to you. After discussing with your partners, rank order the three professors based on the discussion. You will have 20 minutes to discuss this material and make the ranking.",SSI,SSI-T,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:26:05+00:00,2019-09-28 17:26:05+00:00,these are the directions ,CE,CEC-R,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178993,2019-09-28 17:26:07+00:00,2019-09-28 17:26:07+00:00,so they tryna trick us,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:26:11+00:00,2019-09-28 17:26:11+00:00,Ah,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:26:19+00:00,2019-09-28 17:26:19+00:00,hmmm,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:26:21+00:00,2019-09-28 17:26:21+00:00,bamboozled ,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:26:32+00:00,2019-09-28 17:26:32+00:00,"""some information is only available to you""",SSI,SSI-T,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:26:32+00:00,2019-09-28 17:26:32+00:00,alright so lets go one by one with the professors ,CE,CEC-S,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178993,2019-09-28 17:26:34+00:00,2019-09-28 17:26:34+00:00,ohhh,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:26:35+00:00,2019-09-28 17:26:35+00:00,lets start with A,CE,CEC-S,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:26:40+00:00,2019-09-28 17:26:40+00:00,"Professor A

Encourages discussion and exchange of ideas between students during lectures.
Is known as a superb storyteller and a charismatic presence in the classroom.
Routinely wins awards for teaching excellence.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the classroom.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178993,2019-09-28 17:26:42+00:00,2019-09-28 17:26:42+00:00,okay good idea,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:26:48+00:00,2019-09-28 17:26:48+00:00,"Professor A

Demonstrates multiple ways of understanding difficult concepts.
Writes excellent letters of recommendation for deserving students.
Credits students for their contributions in publications and conference presentations.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the classroom.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:26:49+00:00,2019-09-28 17:26:49+00:00,"Writes occasional op-ed pieces for major national newspapers.
Promptly responds to student emails.
Is well regarded by academic colleagues.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the ",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178993,2019-09-28 17:26:58+00:00,2019-09-28 17:26:58+00:00,"Professor A

Has recently been promoted from assistant professor to associate professor.
Uses the latest media technologies for class presentations.
Keeps in touch with many former students.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the classroom.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:27:18+00:00,2019-09-28 17:27:18+00:00,I'm  sorry the rambling lectures is the worst for a professor,SSI,SSI-U,,,,,,,,,,,,,,,often gives lectures that are rambling and unstructured ,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:27:23+00:00,2019-09-28 17:27:23+00:00,That is where you actually learn,CRF,CRF-F,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:27:34+00:00,2019-09-28 17:27:34+00:00,everything else is subjective on good or bad,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:27:35+00:00,2019-09-28 17:27:35+00:00,Politics as well is definitely not needed,SSI,SSI-U,SSI,SSI-RN,,,,,,,,,,,,,has sometimes been criticized for bringing too much politics into the classroom ,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:27:38+00:00,2019-09-28 17:27:38+00:00,"For A, this is a turn off for me. ""Often gives lectures that are rambling and unstructured.
Has sometimes been criticized for bringing too much politics into the classroom.""",SSI,SSI-U,SSI,SSI-RN,,,,,,,,,,,,,often gives lectures that are rambling and unstructured ,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:27:58+00:00,2019-09-28 17:27:58+00:00,"yeah,. B also asks about personal opinions",SSI,SSI-RN,SN,SN-A,,,,,,,,,,,,,"often calls on students randomly during class, asking about their personal stances on controversial issues ",,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:28:12+00:00,2019-09-28 17:28:12+00:00,But i guess you could lie on that,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:28:22+00:00,2019-09-28 17:28:22+00:00,A is still the worst to me,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:28:25+00:00,2019-09-28 17:28:25+00:00,"also it says A ""Prefers to grade student papers at the campus coffee shop rather than at the personal office."" ",SSI,SSI-RP,,,,,,,,,,,,,,,prefers to grade student papers at the campus coffee shop rather than at the personal office,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:28:34+00:00,2019-09-28 17:28:34+00:00,That doesnt really matter does it,SSI,SS-U,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:28:35+00:00,2019-09-28 17:28:35+00:00,That is fine,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:28:41+00:00,2019-09-28 17:28:41+00:00,lol how is where he grades papers relevant ,SSI,SSI-U,SMC,SMC-R,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:28:46+00:00,2019-09-28 17:28:46+00:00,okay next professor?,CM,CM-G,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:28:57+00:00,2019-09-28 17:28:57+00:00,"Professor B

Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Has a lot of friends in the sociology department.
Can come across to students as condescending.
Often mixes up students' names.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:29:00+00:00,2019-09-28 17:29:00+00:00,we all sent B,CE,CEC-R,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:29:03+00:00,2019-09-28 17:29:03+00:00,"Professor B

Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Earned a bachelor's degree at a small state college.
Has a relatively high percentage of students receiving low and failing grades.
Has recently faced plagiarism allegations involving scholarly articles.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:29:19+00:00,2019-09-28 17:29:19+00:00,"Send it again, it can make it easier",CE,CEC-S,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:29:31+00:00,2019-09-28 17:29:31+00:00,"The failing class isn't good, but that isn't always the professor's fault",SSI,SSI-U,SSI,SSI-RN,,,,,,,,,,,,,has a relatively high percentage of students receiving low and failing grades,,,
Professor,179996_196951_178993_178596,178993,2019-09-28 17:29:37+00:00,2019-09-28 17:29:37+00:00,"Professor B

Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Is one of the newest faculty members in the history department.
Is known to cancel classes at the last moment without explanation.
Is verbose and specific when providing criticism but terse and abstract when giving praise.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:29:40+00:00,2019-09-28 17:29:40+00:00,"Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Has recently taken a sabbatical.
Often calls on students randomly during class, asking about their personal stances on controversial issues.
Gives unannounced quizzes several times per semester.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:30:21+00:00,2019-09-28 17:30:21+00:00,"""Has a relatively high percentage of students receiving low and failing grades.
Has recently faced plagiarism allegations involving scholarly articles. Is one of the newest faculty members in the history department.
Is known to cancel classes at the last moment without explanation.""",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:30:25+00:00,2019-09-28 17:30:25+00:00,the canceling of classes is annoying but I don't think I would be upset if he has plenty of office hours,SSI,SSI-RN,,,,,,,,,,,,,,,is known to cancel classes at the last moment without explanation ,,,
Professor,179996_196951_178993_178596,178993,2019-09-28 17:30:45+00:00,2019-09-28 17:30:45+00:00,thats true,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:31:03+00:00,2019-09-28 17:31:03+00:00,but they dont mention office hours. do we just go off of the information we have?,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:31:03+00:00,2019-09-28 17:31:03+00:00,The plagiarism is bad but if they can teach then you do you sucker lol. ,SSI,SSI-U,SSI,SSI-RN,,,,,,,,,,,,,has recently faced plagiarism allegations involving scholarly articles ,,,
Professor,179996_196951_178993_178596,178993,2019-09-28 17:31:06+00:00,2019-09-28 17:31:06+00:00,but i think he has alot more serious cons,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:31:08+00:00,2019-09-28 17:31:08+00:00,"Has recently taken a sabbatical.
Often calls on students randomly during class, asking about their personal stances on controversial issues. Is verbose and specific when providing criticism but terse and abstract when giving praise.Has recently faced plagiarism allegations involving scholarly articles.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:31:18+00:00,2019-09-28 17:31:18+00:00,i agree with kimberly ,SN,SN-A,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:31:40+00:00,2019-09-28 17:31:40+00:00,i think b is worse than a,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:31:43+00:00,2019-09-28 17:31:43+00:00,I think this is funnysince more information can make one seem worse than what you have,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:31:49+00:00,2019-09-28 17:31:49+00:00,okay C,CE,CEC-S,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:31:56+00:00,2019-09-28 17:31:56+00:00,we need to hurry,CM,CM-G,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:31:57+00:00,2019-09-28 17:31:57+00:00,"Professor C

Makes all in-class exams open-book to promote understanding over memorization of facts.
Has published a number of award-winning popular books about major historical figures.
Has a reputation for being very friendly and open with students.
Is always very well organized.
Is a big tennis fan.
Has a spouse who also works in academia.
Gives reading assignments that some students find excessive.
Routinely leaves the classroom to take personal phone calls.
Becomes annoyed when students do not immediately respond to emails.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:31:58+00:00,2019-09-28 17:31:58+00:00,"Professor C

Is known to be a good listener.
Has published a number of award-winning popular books about major historical figures.
Has a reputation for being very friendly and open with students.
Is always very well organized.
Has a fairly long commute to campus.
Volunteers at the local animal shelter.
Gives reading assignments that some students find excessive.
Routinely leaves the classroom to take personal phone calls.
Becomes annoyed when students do not immediately respond to emails.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:32:03+00:00,2019-09-28 17:32:03+00:00,"Creates custom course materials for students to keep textbook costs low.
Has published a number of award-winning popular books about major historical figures.
Has a reputation for being very friendly and open with students.
Is always very well organized.
Has two young children.
Loves attending performances at the local theater.
Gives reading assignments that some students find excessive.
Routinely leaves the classroom to take personal phone calls.
Becomes annoyed when students do not immediately respond to emails.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:32:05+00:00,2019-09-28 17:32:05+00:00,ten minutes leftttt,CM,CM-G,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178993,2019-09-28 17:32:18+00:00,2019-09-28 17:32:18+00:00,"Professor C

Regularly takes students on field trips to locations related to important historical figures and events.
Has published a number of award-winning popular books about major historical figures.
Has a reputation for being very friendly and open with students.
Is always very well organized.
Rides a bicycle around the campus.
Keeps personal office filled with family pictures and reproductions of famous artworks.
Gives reading assignments that some students find excessive.
Routinely leaves the classroom to take personal phone calls.
Becomes annoyed when students do not immediately respond to emails.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:32:44+00:00,2019-09-28 17:32:44+00:00,He is the best,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:32:50+00:00,2019-09-28 17:32:50+00:00,there's nothing too bad about C other than the phone call thing,SSI,SSI-U,SSI,SSI-RN,,,,,,,,,,,,,routinely leaves the classroom to take personal phone calls ,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:32:53+00:00,2019-09-28 17:32:53+00:00,also the most consistnt,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:32:59+00:00,2019-09-28 17:32:59+00:00,yes,SN,SN-A,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:33:01+00:00,2019-09-28 17:33:01+00:00,"Routinely leaving classroom and annoyed at emails are the two biggest ones, but in comparison the best of the three",SSI,SSI-U,SSI,SSI-RN,,,,,,,,,,,,,routinely leaves the classroom to take personal phone calls ,becomes annoyed when students do not immediately respond to emails ,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:33:04+00:00,2019-09-28 17:33:04+00:00,CBA?,CM,CM-S,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:33:07+00:00,2019-09-28 17:33:07+00:00,CAB,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:33:11+00:00,2019-09-28 17:33:11+00:00,I can type,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,179996,2019-09-28 17:33:22+00:00,2019-09-28 17:33:22+00:00,I agree with CAB,SN,SN-A,SSI,SSI-O,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178993,2019-09-28 17:33:23+00:00,2019-09-28 17:33:23+00:00,CAB,SSI,SSI-O,SN,SN-A,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:33:26+00:00,2019-09-28 17:33:26+00:00,i think CAB,SSI,SSI-O,SN,SN-A,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,196951,2019-09-28 17:33:29+00:00,2019-09-28 17:33:29+00:00,ayyy nice,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,179996_196951_178993_178596,178596,2019-09-28 17:33:39+00:00,2019-09-28 17:33:39+00:00,cool,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,198781,2019-09-28 17:20:26+00:00,2019-09-28 17:20:26+00:00,How did you guys rank-order the professors?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,194009,2019-09-28 17:20:42+00:00,2019-09-28 17:20:42+00:00,CAB,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,194009,2019-09-28 17:20:44+00:00,2019-09-28 17:20:44+00:00,you?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,178418,2019-09-28 17:20:56+00:00,2019-09-28 17:20:56+00:00,CBA,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,178418,2019-09-28 17:21:11+00:00,2019-09-28 17:21:11+00:00,C has award winning articles ,SSI,SSI-NP,,,,,,,,,,,,,,,has published a number of award-winning popular books about major historical figures ,,,
Professor,180160_198781_178418_194009,178418,2019-09-28 17:21:25+00:00,2019-09-28 17:21:25+00:00,that speaks by itself ,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,180160,2019-09-28 17:21:54+00:00,2019-09-28 17:21:54+00:00,I ranked it as BCA,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,178418,2019-09-28 17:22:11+00:00,2019-09-28 17:22:11+00:00,B takes students to related events which i found relevant,SSI,SSI-NP,,,,,,,,,,,,,,,regularly takes students on field trips to locations related to important historical figures and events ,,,
Professor,180160_198781_178418_194009,198781,2019-09-28 17:22:20+00:00,2019-09-28 17:22:20+00:00,me too BCA,SN,SN-A,SSI,SSI-O,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,178418,2019-09-28 17:24:01+00:00,2019-09-28 17:24:01+00:00,"well, I guess A is not that popular lol",CM,CM-S,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,198781,2019-09-28 17:24:39+00:00,2019-09-28 17:24:39+00:00,They all have weaknesses but ig C might have the least??,CM,CM-S,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,178418,2019-09-28 17:24:48+00:00,2019-09-28 17:24:48+00:00,I agree ,SN,SN-A,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,198781,2019-09-28 17:25:11+00:00,2019-09-28 17:25:11+00:00,I think B might be the best though,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,180160,2019-09-28 17:25:29+00:00,2019-09-28 17:25:29+00:00,yeah me too ,SN,SN-A,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,198781,2019-09-28 17:25:36+00:00,2019-09-28 17:25:36+00:00,"In terms of being a professor, he/she has more traits that I would personally want ",CRF,CRF-F,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,178418,2019-09-28 17:25:36+00:00,2019-09-28 17:25:36+00:00,"I wouldn't mind if he has an important call, its maybe the pulitzer prize or something   ",SSI,SSI-U,SSI,SSI-NN,,,,,,,,,,,,,routinely leaves the classroom to take personal phone calls ,,,
Professor,180160_198781_178418_194009,198781,2019-09-28 17:25:47+00:00,2019-09-28 17:25:47+00:00,as a professor,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,178418,2019-09-28 17:25:55+00:00,2019-09-28 17:25:55+00:00,"B is alright, I prefer C ",SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,178418,2019-09-28 17:26:47+00:00,2019-09-28 17:26:47+00:00,now we just wait??,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,198781,2019-09-28 17:26:52+00:00,2019-09-28 17:26:52+00:00,yeah XD,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,180160_198781_178418_194009,198781,2019-09-28 17:27:06+00:00,2019-09-28 17:27:06+00:00,yaritzie needs to answer,CM,CM-G,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:16:21+00:00,2019-09-28 17:16:21+00:00,hi,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:16:33+00:00,2019-09-28 17:16:33+00:00,hello friendws,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:16:35+00:00,2019-09-28 17:16:35+00:00,Hi,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:16:47+00:00,2019-09-28 17:16:47+00:00,hi,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:16:57+00:00,2019-09-28 17:16:57+00:00,first or second floor lol,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:17:04+00:00,2019-09-28 17:17:04+00:00,first,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:17:09+00:00,2019-09-28 17:17:09+00:00,1st,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:17:11+00:00,2019-09-28 17:17:11+00:00,First,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:17:13+00:00,2019-09-28 17:17:13+00:00,damn,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:17:17+00:00,2019-09-28 17:17:17+00:00,im all alone,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:17:27+00:00,2019-09-28 17:17:27+00:00,lol,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:17:33+00:00,2019-09-28 17:17:33+00:00,in a hoodie in the 2nd row middle lol,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:23:06+00:00,2019-09-28 17:23:06+00:00,did everyne finish,CM,CM-G,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:23:12+00:00,2019-09-28 17:23:12+00:00,yes lol,SN,SN-A,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:23:13+00:00,2019-09-28 17:23:13+00:00,yea,SN,SN-A,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:23:15+00:00,2019-09-28 17:23:15+00:00,Alright what did you guys put?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:23:19+00:00,2019-09-28 17:23:19+00:00,dang,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:23:20+00:00,2019-09-28 17:23:20+00:00,BCA for me,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:23:21+00:00,2019-09-28 17:23:21+00:00,BAC i think,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:23:23+00:00,2019-09-28 17:23:23+00:00,does everyone agree that A is best,CM,CM-S,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:23:28+00:00,2019-09-28 17:23:28+00:00,oop,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:23:30+00:00,2019-09-28 17:23:30+00:00,i did CBA,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:23:31+00:00,2019-09-28 17:23:31+00:00,lmaoo,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:23:33+00:00,2019-09-28 17:23:33+00:00,we all diff,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:23:37+00:00,2019-09-28 17:23:37+00:00,lol why,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:23:41+00:00,2019-09-28 17:23:41+00:00,Apparently we all have different info,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:23:45+00:00,2019-09-28 17:23:45+00:00,ooh ok,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:23:46+00:00,2019-09-28 17:23:46+00:00,oh ok,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:23:51+00:00,2019-09-28 17:23:51+00:00,yeha i was gonna say C sucks,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:23:59+00:00,2019-09-28 17:23:59+00:00,c cause he/she seem like cool person,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:24:04+00:00,2019-09-28 17:24:04+00:00,cause,CRF,CRF-F,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:24:11+00:00,2019-09-28 17:24:11+00:00,A has bad lectures,CRF,CRF-F,SSI,SSI-U,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:24:23+00:00,2019-09-28 17:24:23+00:00,and B has unannounced quizzes,CRF,CRF-F,SSI,SSI-NN,,,,,,,,,,,,,gives unannounced quizzes several times per semester ,,,
